text;label
kadrun2 itu saja bisa perkataannya manusia beg baca tulisan saja tidak mengerti anak tak juga tau zaman nabi musa tidak ada amerika guob k;yes
pertamina dan polisi tidak usah pura2 tolol deh . sudah banyak yang tahu permainan nakal antara operator spbu dan pengecer yang menggunakan motor ataupun mobil dengan tanki modifikasi , satu mobil yang sama bisa mondar mandir berkali2 untuk isi pertalite . dan sang operator spbu dapat uang tip dari mereka;yes
jadi fungsi atap yang bisa ditutup itu buat apa dong , dungu ? apa takut kalau ditutup nanti anies yang dapat nama ? ;yes
hamas teroris biadab . ;yes
anus itu posisinya sudah di belakang perut bawah dan tempat pembuangan pula . sudah terbayang kan kalau bunyi seperti apa ?;yes
dalam hadist ada pelacur nolong anjing kehausan . amal kecil pelacur pekerjaan haram ke anjing hewan haram , allah swt memberi imbalan nya . tidak ada dalam islam menyuruh mentungin anjing . justru kristen macam kamu yang biadab . anjing dibela , anak tuhan malahan kamu pentungin sampai mati;yes
hamas homo pendukung isis;yes
dasar orang yaman sebentar yang kuasai tanah negara nkri untuk bangun sekolah nya . ;yes
percuma persiapkan prabowo gibran , paling2 prabowo jawaban ngawur dan tidak fokus pada pertanyaan . kalau gibran ya , paling kelihatan planga plongo dan culun . ;yes
kaum penyembah puting payudara mengatakan  ukraina di bantai . tidak terbalik . ratusan orang sudah tentara puting terbunuh . sampai narapidana dikirim kemedan perang . itu artinya tentara puting payudara hampir habis;yes
sukurin . siapa suruh kamu mancing tentara , tolol;yes
manusia tidak tahu diri , kalau kau seorang muslim seharusnya kau mengundurkan diri sudah , jangan bikin malu orang bima ! ;yes
tolol memang diajari di kelas ya ?;yes
bobrok ya pendidikan . , sdm ketinggalan . cuma pembangunan bangunan banyak manusia ya moral ya;yes
sebenarnya tidak bego . tapi karena mengabdi pada tuan yang bego ya harus jadi bego . seperti mengatasi banjir pakai sumur . asli banyak begonya , tidak sambung lagi .;yes
tolnya dibikin melayang bukan diatas tanah , melayang di surga maksudnya . ini yang dungu capres tidak becus ini atau yang dengerin dan percaya dia ? ;yes
kok banyak orang goblok kayak begini yaaa . . dipenjara sebentar keluar makin banyak;yes
yang sangat kejam , menculik anak anak;yes
ciri2 tidak punya gagasan . Cuma mengerti kritik . katanya sih yaman arab;yes
buzer nasbuk bekas pilkada mulai muncul . waspada . jangan omong doang apa yang sudah di kerjakan ? rumah susun ? pelebaran sungai ? monas saja di botaki;yes
cocote sarimin yang membahayakan;yes
mau prodoksi kencing onta biar tolol seperti dia;yes
bacot jago kerja bego . wqn abud antitesa jokowi , selalu bersebrangan . makanya dki ancuuur;yes
anak singa mabuk yang tak punya rasa kemanusiaan . anak singa biadab;yes
omongmu ora waton nyonthong pramine wis benar ojo sok keminter goblok;yes
namanya juga kadrun , kemanusiaannya pilih kasih . mau nolong orang ditanya dulu agamanya apa , minum susu onta apa tidak;yes
setan saja . di sambut kalau dukung yang penting menang dulu . baru saya gebrak . gebrak . ;yes
pengacara tolol itu . .;yes
yang demo sudah gila nasi bungkus ;yes
usir saja mereka kalau diterima nanti akan jadi bibit2 kadrun dan bisa bikin rusuh di negara ini . mereka terusir dari negaranya karena pembangkang dan menjadi kadrun di negeri mereka wajar dilarang oleh pemerintah negaranya .;yes
anggota dewan sok bersih . padahal yang paling banyak korup dari anggota dewan , bahkan kabarnya mereka yang banyak meminta jatah proyek ke kementerian . ;yes
biadab ziosnis menyerang rumah sakit tanpa ada rasa perikemanusiaan;yes
mereka cepunya yahudi itu biasanya sudah terbiasa jadi cepunya pemerintah or cepu nya tempat dia bekerja karena mendapatkan keuntungan ekonomi hanya sebagai penjilat ! karena jadi cepu enak , ya akan selalu begitu karena nalar n hatinya sudah hilang;yes
doa kadrun agar sehat dan bahagia;yes
semoga rakyat sadar dan tidak mengikuti arahan kades dan perangkatnya dalam memilih presiden , kumpulan anjing kades itu hanya akan mementingkan dirinya sendiri , dan mereka akan semakin rakus mengkorupsi dana desa , semoga rakyat cerdas .;yes
bilang saja , tujuan utamanya untuk menguasai tanah palestina . memang orang sialan ini dianuherahi mulut yang busuk .;yes
dagelan . penuh dengan kebencian pada sok suci;yes
yang tenang mau prabowo atau ganjar presidennya 2024 gpp asal . jangan wan abud manis bibir pahit dalam hidupnya;yes
kalau sih aku cuma berkoar koar tong kosing;yes
bhahaha . yaman yaman;yes
setidaknya lebih waras dari kamu t;yes
yang suka menghina tanda tidak mampu dan dungu . wkwkwk;yes
wkwkwk . bermutu soal ngibul . ;yes
otak dungu , negara tidak akan maju2 kalau tidak ada pemimpin . inilah akibat kebanyak makan air kencing onta .;yes
barisan sakit hati dan serakah bungkus;yes
betul . betul kalau kalah cak ka jadi stres . bahaya toh .;yes
tapi itu hamas bodoh bodoh , saking gobloknya berani serang israel , lebih bodoh lagi warga palestina yang mau diperalat oleh hamas . jadi kesimpulannya tidak perlu syarat untuk menjadi bodoh , karena yang dibenci juga goblok semuanya . ha ha ha . ;yes
betapa korupsi , perbuatan biadab !;yes
buat sih mark . jangan lah kau menyembah mayat . sembah lah yang kekal abadi . yang maha besar maha kuasa allah swt .;yes
kerja jadi gubernur saja tidak pecus , apalagi mengurus nkri . anies anies . dasar mulut doang yang manies . kerja mah pahit;yes
kadrun , fitnah , hoaks itu kadrun .;yes
semoga orang kalimantan tidak pada tolol2 , pilihlah pasangan capres yang akan melanjutkan proyek ikn , nasib anak cucu kalian dipertaruhkan , pilih anies , bangun ikn akan menciptakan ketimpangan , otaknya mah dangkal dan dungu , justru ikn bisa jadi trigger untuk memajukan kota2 yang lain yang ada disekitar .;yes
dipecat karena tidak becus . tidak bisa kerja . waktu itu terutama penyebaran dan pembagian kartu indonesia pintar , terbukti lagi waktu jadi gubernur . dki . tidak bisa kerja dan kebijakan yang aneh-aneh , remeh2 tidak penting . tong kosong nyaring bunyinya . ;yes
memecah belah , adalah budaya kadrun . agar nkri seperti ini .;yes
haaaa , pengamat kelas ecek dari ipdn tersebut , begitu kok bisa guru besar ? yaa , biarkan saja , urus saja kampusmu sendiri , tidak perlu urusan orang , jiwamu dipenuhi rasa iri dengki . ! kan dasar dosen nya kambing congek !;yes
menyembah , anda kali syirik , sukanya menyembah junjungan anda , intinya kalau tidak pernah bantu tidak usah bantu orang lain , mengaca diri sajalah;yes
ya , paling enggak komen cak imin bikin kolam comberan mendidih  .;yes
dia memang tampar muka sendiri np ? justru buat semangat dia . sp bil bunuh diri ? ente itu yang bunuh diri . bs2 nya orang orba jadi presiden . dasar tolol !;yes
jalan mencari kursi kekuasaan yang tidak jelas . negara ini milik orang banyak min . bukan milik engkong kamu .;yes
jokowi bukanlah negarawan , jokowi adalah politikus yang memikirkan pemilihan yang akan datang , yang sibuk dengan nafsu kekuasaan , haus kekuasaan ! ;yes
fkub juga isinya kadrun . yang jadi masalahnya kadrun2 itu tidak beradab . mau diubah bagaimana juga tidak berarti . hanya jaman diktator militer suharto minoritas dapat beribadah dengan tenang . ;yes
tolol . justru kalau mundur pengecut , gibran pemuda yang berani menghadapi tantangan , berani mengambil resiko , memangnya ente pengecut , nama akun saja palsu ketakutan , kamu bisa apa sih cuma nyinyir doang;yes
pantas sih kadrun wajar tanpa pengecualian melulu , eh ternyata di dalam cabai juga ada ulatnya . hore ,;yes
dasar kadis sableng . masak ngeles bilang gurunya  .;yes
dewan ti pekok , bullshit !;yes
tangkap dari . tifa itu . karena jadi provokator . itu perempuan mulutnya busuk;yes
memang anjing mereka . pak , . tidak menghargai jasa guru2 nya !;yes
iya goblok , masak harus mendukung dan tidak mendukung ? tidak lihat itu ribut di dalam negeri ? sekarang yang jadi sasaran singapura hanya karena negara non muslim . ckckckckck . semua di musuhi . khas ada bibit2 radikalis hanya karena agama .;yes
kok suara dari para jongos jokowi tidak ada yang bela dan tiarap ya sayang sekali sekiranya ini berita pdip para sih dungu jongos jokowi langsung keluar sarang;yes
wah jelas bahaya statemen yang ngebadrus ini , hati hati mulut cak imin;yes
never ever trust gen saja . they are big liars ! ;yes
negara amburadul tidak punya pemimpin;yes
lebih bahaya kalau amin menang sebab disintegrasi akan terjadi , pergantian ideologi kadrun , penindasan kaum minoritas , yang jelas pertaruhan harga diri bangsa tidak rela sampai mati dipimping wni keturunan;yes
sih cebol lagi telan ludah dewek niy wkwkwk;yes
bodoh saja sih aku nya .;yes
pak kadrun semakin tua;yes
dasar tolol . ! curang . bangga !;yes
ini sangat berbahaya jika amin menang sebab modalnya hanya cengar cengir dan nyinyir;yes
kelihatannya menag yaqut cholil tidak mengerti perhitungan yang detail biaya perjalanan haji , yang tahu hanya menguras rakyat lewat biaya haji , siapa yang membisik yaqut untuk menaikkan biaya haji ? , sri srimulyani ? , dan dana haji yang lalu habis untuk foya foya ? , betul betul fir aun;yes
ternyata pasukan izrael itu;yes
pelawak . makin seru perang ;yes
masih muda , mhs , pintar . mata duitan , tapi kelakuan tidak profesional . anak muda kaya sampah masyarakat .;yes
yang di acak2 bkn hanya demokrasi nya tapi hukumnya hancur lebur bukti ada putusan mk kenapa sang paman jadi dungu dan mengikuti kemauan ponkan sih bocil nah disinilah rakyat akan bertindak bulan feb 23 semoga prabowo dan bocil ingusan kalah 1 ;yes
debat perbedaan agama dan babinya tidak akan pernah selesai dan hanya akan saling melecehkan satu sama lain . kenapa tidak mencari titik temu , bahwa agama itu menjunjung kemanusiaan . agama lahir karena terjadi penindasan .;yes
biadab memang . ektrimis kkb , mestinya kalian tau mana rakyat biasa yang sedang mencari nafkah , kalian tidak punya hati , memang tidak pantas dikasihani . keyakinan saya budha , tidak sepantasnya kalian berbuat seperti itu terhadap orang lain .;yes
pembual besar tukang bohong;yes
dari deretan juru bicara sudah kelihatan intolerannya , yaman yang pesek;yes
itu kalau dibaca blok . itu hasil survei dunia blok . jangan kamu kemakan judul blok goblok;yes
biadab israel menyerang rumah sakit tanpa ada rasa perikemanusiaan;yes
mak . otw stroke . miskin prestasi tapi sombongnya luar biasa seolah2 yang bangun indonesia cuma dia doang sama . keluarga nya . hadeh yang dia jual . cuma . nama . bapaknya karena miskin prestasi . jadi capres 2x gagal . jauh dibandingkan pak . jokowi di hormati pemimpin luar dan dalam negeri .;yes
jawabanmu hanya mutar2 disitu saja dan tidak berkembang seperti orang idiot dan banyak halunasi . dan ingat jangan sekali2 kau paksakan keyakinanmu kepada orang lain dengan jalan mencari pembenaran dan mencari kebenaran raja gembel . 4 4;yes
anda kurang banyak baca . tlong quran mu baca baik2 mengerti terjemahan y . kelamaan dungu jadi sok pintar . palestina itu kan nama y tanah kanaan . raja y daud . salomo . baca . baca .;yes
partay congor bosok partay keluarga partay anak psrtay sombong partay otoriter 2024 pasti tenggelam jadi gurem lagi jadi silit babi;yes
katanya mau jadi ketua , dasar munafik ,;yes
orang bego keluar negeri ya gini  . malu maluin negara saja lo begonya . mending dipenjara saja langsung;yes
apa yang bermutu 5 tahun jadi godbener apa hasilnya malah . dia harus diusir karena dia imigran;yes
tapi para jongos jokowi menghindari berita beginian makanya sepi  mereka itu sudah dungu ketulungan;yes
yaman . yaman yaman;yes
partai kilafah apa didukung . ? kadrun;yes
kamu menilai negara lain melanggar ham tapi lihat dan sadarlah negaramu jelas2 pelangar ham berat didunia . sudah layak haris , fatia dihukum kirim . jelas merendahkan ham orang lain . nyinyirannya tolol .;yes
negara sudah gersang , rakyat dibodoh bodohin ame penguasa hamas dan masih saja mau gusur israel yang sudah jadi negara berdaulat . sudah habis rata dengan tanah mau dibuatbapa lagi ? yaaa biarkan saja jadi gurun saja dan rakyat palestina dipindah ke negara konoha ! setuju kan ? seperti apa sih capres !;yes
yang pkonya plongo kan bapak  makanya punya anak kaya kamu yang goblox;yes
psikopat sudah jompo pandainya menjilat karena kontolnya tidak berfungsi . yang dijilatpun tersanjung sampai tendang kawan yang selama ini mengawal , dari kata-kata hujatan pki turunan aseng , yang lawannya dirangkul untuk niat serakahnya .;yes
cuma bisa nutup 1 di antara begitu banyak tempat sejenis , itupun alexis berubah nama jadi 4play , apa yang mau di banggakan ? apalagi depan partai kadrun semua . orang buta tipu orang buta yang ada kecebur berdua .;yes
tolol bloon , malu2 warga net kompas saja , semua lewat tes dpr lolos apa tidak , kalau tidak lolos ya tidak bakal di lantik sih ;yes
betul , , itu sama dengan benalu .;yes
ini cara berpikirnya orang curang n goblok , kamu pikir pulau jawa saja yang harus hidup kah;yes
terlalu obsesif terhadap cita-cita islam . jadi negara gagal seperti afganistan , bangladesh , negara seperti palestina . skenario terburuk jadi rohingya . tidak punya warga negara , kejam dan biadab .;yes
wez t dia bodoh;yes
kembalikan . saja ke . negara asal . pemimpin . myanmar harus tanggung jawab . jangan malu . mengurus rakyatnya saja tidak becus . nyata .;yes
yang namanya anus yohanes baswedan itu kalau ngibul ya sama kaya kentut .;yes
yang memutuskan kiamat adalah tuhan , dodol , bukan sih anwar usman , emosinya sampai begitu banget , yang penting mari kita bekerja dengan cara masing2 , tidak perlu mengurusi pekerjaan orang lain , sudah ada lembaga badan yang akan menyelesaikan hal itu .;yes
proyek gagal total 5 triliun kemana duit itu saya rakyat bertanya kepada anda pejabat setan semua lou;yes
dukungan susilo bambang yudhoyono terhadap anies dicabut karena tidak dapat jatah wapres dari surya paloh , inilah lakon penghianat asli , pakai moeldoko di barter dengan penghianatan susilo bambang yudhoyono dan ahy di koalisi perubahan , rencana keji ini tercium surya paloh , dasar penghianat . ;yes
sudah menjadi fakta bukti yang terang bahwa tentara israel itu yang telah melakukan banyak pembunuhan2 terhadap rakyat sipil di palestina . semua rs yang ada dijdkan sasaran bom dengan dalih tempat persembunyian pejuang hamas . setiap hari nembakin warga2 tanpa rasa bersalah dan tidak punya rasa kemanusiaan . biadab !;yes
capres . capresnya partai sapi n kambing;yes
lu saja tinggal disana biar mengerti ;yes
memang teroris dunia israel biadab pakai segala cara untuk membunuh . tidak peduli itu bayi . .;yes
masalah selesai ? tidak ! kamu mati tapi nyusahin keluarga kamu bangkai ! malah bikin malu goblok ! itu cowok masih bisa n enggak e n entot sono sini i bego bego bego;yes
masyarakat indonesia ini sering anggap enteng orang lain yang tidak disukai , bicara nya kotor dan sangat kurang ajar . terlalu anggap enteng anak muda . dia kira semua anak muda goblok . yang bicara seperti itu pasti lebih goblok dan tidak terpelajar . jangan iri hati , kelasmu masih jauh dibawah gibran;yes
dari cak imin anggota dpr sampai jadi ketua macam-macam tidak ada koruptor dihukum mati atau dimiskinkan , mau nyapres saja perkataannya mirip anies , tukang tipu;yes
semua jadi kacau gara ulah sih bajingan tolol;yes
alasan klasik dari jaman nabi . pantas saja tidak maju2 . tapi gue lihat yang mending itu program naturalisasi nya malaysia , hasil dari penyisihan ini di mulai dengan hasil positif banget;yes
